"","sign_p.value","effect_size","p.adjust","enrich","tax","group","enrich2"
"ZhangXY_2021_Vlidagliptin_D168.Bittarella_massiliensis",0.850736990610024,0.0297,0.917399217486182,"none","Bittarella_massiliensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_caecimuris",0.201629346888666,0.202,0.469702137286293,"none","Blautia_caecimuris","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_faecicola",0.451622607065499,0.119,0.725105185788495,"none","Blautia_faecicola","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_faecis",0.375011270662918,-0.14,0.645108673937996,"none","Blautia_faecis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_glucerasea",0.18329155041836,-0.21,0.459294542815242,"none","Blautia_glucerasea","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_hansenii",0.211284698433281,0.198,0.469702137286293,"none","Blautia_hansenii","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_luti",0.581569793731364,0.0871,0.811950098494513,"none","Blautia_luti","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_massiliensis",0.360712528037427,0.145,0.639545525170652,"none","Blautia_massiliensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_obeum",0.893076023681026,-0.0212,0.943758633777928,"none","Blautia_obeum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_SGB4815",0.0315071873660529,-0.34,0.175107252861333,"none","Blautia_SGB4815","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_sp_Marseille_P3087",0.319903600790261,-0.157,0.60823776729201,"none","Blautia_sp_Marseille_P3087","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_sp_MSK_20_85",0.914368226497647,-0.0171,0.943758633777928,"none","Blautia_sp_MSK_20_85","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_sp_OF03_15BH",0.850736990610024,0.0297,0.917399217486182,"none","Blautia_sp_OF03_15BH","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_stercoris",0.221270004691509,0.193,0.480804747036437,"none","Blautia_stercoris","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Blautia_wexlerae",0.736846409307872,0.0531,0.869178009346837,"none","Blautia_wexlerae","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Butyricicoccus_sp_AM29_23AC",0.375011270662918,0.14,0.645108673937996,"none","Butyricicoccus_sp_AM29_23AC","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Butyricimonas_faecihominis",0.00419655428256616,0.452,0.0712495851435718,"none","Butyricimonas_faecihominis","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Butyricimonas_paravirosa",0.3467608167676,0.149,0.622446435067306,"none","Butyricimonas_paravirosa","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Butyricimonas_SGB15260",0.893076023681026,0.0212,0.943758633777928,"none","Butyricimonas_SGB15260","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Butyricimonas_sp_Marseille_P3923",0.0563054219210843,0.302,0.22918685824216,"none","Butyricimonas_sp_Marseille_P3923","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Butyricimonas_virosa",0.00238364898467114,0.481,0.0712495851435718,"none","Butyricimonas_virosa","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Candidatus_Cibionibacter_quicibialis",0.0128955818357982,-0.394,0.120220101630506,"none","Candidatus_Cibionibacter_quicibialis","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1",0.840214231048737,-0.0319,0.912864333733402,"none","Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Catenibacterium_SGB4425",0.313407754584464,0.16,0.599833384602053,"none","Catenibacterium_SGB4425","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Christensenellaceae_bacterium_NSJ_63",0.716668360784368,-0.0574,0.869178009346837,"none","Christensenellaceae_bacterium_NSJ_63","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridia_bacterium_UC5_1_1D1",0.667107250990852,-0.068,0.84558769972086,"none","Clostridia_bacterium_UC5_1_1D1","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_bacterium",0.00353686086757788,-0.462,0.0712495851435718,"none","Clostridiaceae_bacterium","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_bacterium_AF18_31LB",0.0955699217783159,0.264,0.340984041900411,"none","Clostridiaceae_bacterium_AF18_31LB","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_bacterium_Marseille_Q3526",0.0274981398491891,0.348,0.16556171700866,"none","Clostridiaceae_bacterium_Marseille_Q3526","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_bacterium_Marseille_Q4143",0.788063625903282,0.0425,0.896655070417513,"none","Clostridiaceae_bacterium_Marseille_Q4143","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_bacterium_Marseille_Q4145",0.0231119356318898,0.359,0.155333706921306,"none","Clostridiaceae_bacterium_Marseille_Q4145","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_bacterium_Marseille_Q4149",0.0265675133358421,0.351,0.16556171700866,"none","Clostridiaceae_bacterium_Marseille_Q4149","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiaceae_unclassified_SGB4771",0.0529232299595273,0.307,0.224923727327991,"none","Clostridiaceae_unclassified_SGB4771","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiales_bacterium",0.242245382836086,0.185,0.503661263594452,"none","Clostridiales_bacterium","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiales_bacterium_KLE1615",0.0675470852546334,-0.289,0.263798751872825,"none","Clostridiales_bacterium_KLE1615","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridiales_Family_XIII_bacterium_BX16",0.747004908020566,0.0511,0.874025985497747,"none","Clostridiales_Family_XIII_bacterium_BX16","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_butyricum",0.242245382836086,-0.185,0.503661263594452,"none","Clostridium_butyricum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_fessum",0.840214231048737,0.0319,0.912864333733402,"none","Clostridium_fessum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_leptum",0.757207549392632,-0.0489,0.875331927097883,"none","Clostridium_leptum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_SGB4750",0.657358697881213,-0.0702,0.84558769972086,"none","Clostridium_SGB4750","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_SGB4751",0.609512610057225,-0.0808,0.823126842553916,"none","Clostridium_SGB4751","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_SGB6179",0.0155447020429444,-0.383,0.129476882991737,"none","Clostridium_SGB6179","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_1001270H_150608_G6",0.840214231048737,-0.0319,0.912864333733402,"none","Clostridium_sp_1001270H_150608_G6","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_1001270J_160509_D11",0.00131598865666843,-0.508,0.0664176970144065,"none","Clostridium_sp_1001270J_160509_D11","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF12_28",0.572390436542837,0.0893,0.810886451769019,"none","Clostridium_sp_AF12_28","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF20_17LB",0.231589081713857,0.19,0.492126798641945,"none","Clostridium_sp_AF20_17LB","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF27_2AA",0.051296844686483,0.308,0.224618001733236,"none","Clostridium_sp_AF27_2AA","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF32_12BH",0.600132072506667,0.0829,0.821981843385909,"none","Clostridium_sp_AF32_12BH","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF34_10BH",0.146596136186762,0.229,0.426053941042075,"none","Clostridium_sp_AF34_10BH","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF34_13",0.840214231048737,0.0319,0.912864333733402,"none","Clostridium_sp_AF34_13","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AF36_4",1,0,1,"none","Clostridium_sp_AF36_4","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AM22_11AC",0.0452037747897165,0.316,0.217527390315636,"none","Clostridium_sp_AM22_11AC","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AM33_3",0.0545924822515269,0.304,0.228655469140453,"none","Clostridium_sp_AM33_3","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AM42_4",0.178906439528472,0.212,0.459294542815242,"none","Clostridium_sp_AM42_4","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AM49_4BH",0.647668092438606,0.0723,0.84558769972086,"none","Clostridium_sp_AM49_4BH","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_sp_AT4",0.590817397584187,-0.0851,0.813077275723001,"none","Clostridium_sp_AT4","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Clostridium_symbiosum",0.563280468370981,-0.0914,0.805881462174325,"none","Clostridium_symbiosum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Collinsella_aerofaciens",0.412262207143043,-0.13,0.676953283320111,"none","Collinsella_aerofaciens","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Collinsella_SGB14861",0.397105643544421,-0.134,0.667229831304289,"none","Collinsella_SGB14861","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Collinsella_SGB4121",0.459742241499098,-0.117,0.730030262600216,"none","Collinsella_SGB4121","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Coprobacillus_cateniformis",0.628466277600143,0.0765,0.829345909709778,"none","Coprobacillus_cateniformis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Coprobacter_fastidiosus",0.0207830218121723,0.365,0.150157332592945,"none","Coprobacter_fastidiosus","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Coprococcus_catus",0.667107250990852,0.068,0.84558769972086,"none","Coprococcus_catus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Coprococcus_comes",0.0207830218121723,-0.365,0.150157332592945,"none","Coprococcus_comes","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Coprococcus_eutactus",0.00662473470579306,0.43,0.0832412317380084,"none","Coprococcus_eutactus","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Coprococcus_SGB4669",0.527556149540109,0.0999,0.782894892023262,"none","Coprococcus_SGB4669","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Desulfovibrio_SGB5077",0.95712224435057,-0.00851,0.963792085774616,"none","Desulfovibrio_SGB5077","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dialister_hominis",0.467942959808144,-0.115,0.734975627089966,"none","Dialister_hominis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dialister_invisus",0.590817397584187,-0.0851,0.813077275723001,"none","Dialister_invisus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dielma_fastidiosa",0.192299791282506,0.206,0.459294542815242,"none","Dielma_fastidiosa","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dorea_formicigenerans",0.333157548069052,-0.153,0.617195714051,"none","Dorea_formicigenerans","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dorea_longicatena",0.326486874810841,-0.155,0.612692901430735,"none","Dorea_longicatena","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dorea_sp_AF24_7LB",0.367818629718949,-0.142,0.645108673937996,"none","Dorea_sp_AF24_7LB","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dorea_sp_AF36_15AT",0.989275719324123,0.00212,0.992710704460665,"none","Dorea_sp_AF36_15AT","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dysosmobacter_sp_BX15",0.231589081713857,0.19,0.492126798641945,"none","Dysosmobacter_sp_BX15","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dysosmobacter_sp_NSJ_60",0.253241979086375,0.18,0.519056255006825,"none","Dysosmobacter_sp_NSJ_60","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Dysosmobacter_welbionis",0.777738600651591,0.0446,0.888404962799644,"none","Dysosmobacter_welbionis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eggerthella_lenta",0.935722063919282,0.0127,0.94553733032403,"none","Eggerthella_lenta","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eisenbergiella_tayi",0.925038393871899,-0.0149,0.94553733032403,"none","Eisenbergiella_tayi","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Enterocloster_aldenensis",0.581569793731364,-0.0871,0.811950098494513,"none","Enterocloster_aldenensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Enterocloster_asparagiformis",0.840214231048737,0.0319,0.912864333733402,"none","Enterocloster_asparagiformis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Enterocloster_bolteae",0.258868738329358,0.179,0.526852573078763,"none","Enterocloster_bolteae","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Enterocloster_citroniae",0.206416030449214,0.199,0.469702137286293,"none","Enterocloster_citroniae","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Enterocloster_clostridioformis",0.353693192677221,0.147,0.63097118940566,"none","Enterocloster_clostridioformis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Enterocloster_lavalensis",0.0929257687319047,0.266,0.335694339544006,"none","Enterocloster_lavalensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Erysipelatoclostridium_ramosum",0.716668360784368,0.0574,0.869178009346837,"none","Erysipelatoclostridium_ramosum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Escherichia_coli",0.375011270662918,0.14,0.645108673937996,"none","Escherichia_coli","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Escherichia_marmotae",0.0497125118519661,0.31,0.221029475772588,"none","Escherichia_marmotae","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Eubacteriaceae_bacterium",0.581569793731364,-0.0871,0.811950098494513,"none","Eubacteriaceae_bacterium","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacteriales_unclassified_SGB15145",0.389655090721143,0.136,0.658539890166142,"none","Eubacteriales_unclassified_SGB15145","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacterium_ramulus",0.893076023681026,-0.0212,0.943758633777928,"none","Eubacterium_ramulus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacterium_rectale",0.154221523984759,-0.225,0.432718644966945,"none","Eubacterium_rectale","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacterium_siraeum",0.132214768949147,0.239,0.406490087513866,"none","Eubacterium_siraeum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacterium_sp_AF34_35BH",0.412262207143044,0.13,0.676953283320111,"none","Eubacterium_sp_AF34_35BH","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacterium_sp_NSJ_61",0.339915559821497,0.151,0.621744283470966,"none","Eubacterium_sp_NSJ_61","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Eubacterium_ventriosum",0.914368226497647,0.0171,0.943758633777928,"none","Eubacterium_ventriosum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Evtepia_gabavorous",0.726733689454505,-0.0552,0.869178009346837,"none","Evtepia_gabavorous","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Faecalibacillus_intestinalis",0.736846409307872,-0.0531,0.869178009346837,"none","Faecalibacillus_intestinalis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Faecalibacterium_prausnitzii",0.0274981398491891,-0.348,0.16556171700866,"none","Faecalibacterium_prausnitzii","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Faecalibacterium_SGB15315",0.0929257687319047,0.266,0.335694339544006,"none","Faecalibacterium_SGB15315","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Faecalibacterium_SGB15346",0.67691232668028,0.0659,0.854269268168563,"none","Faecalibacterium_SGB15346","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Faecalicatena_fissicatena",0.767452674130842,0.0468,0.880134217554815,"none","Faecalicatena_fissicatena","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Faecalimonas_umbilicata",0.527556149540109,0.0999,0.782894892023262,"none","Faecalimonas_umbilicata","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Firmicutes_bacterium_AF16_15",0.192299791282506,-0.206,0.459294542815242,"none","Firmicutes_bacterium_AF16_15","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Flavonifractor_plautii",0.736846409307872,0.0531,0.869178009346837,"none","Flavonifractor_plautii","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Fusicatenibacter_saccharivorans",0.726733689454505,0.0552,0.869178009346837,"none","Fusicatenibacter_saccharivorans","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Gemmiger_formicilis",0.0738256256281632,-0.283,0.2807316553492,"none","Gemmiger_formicilis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Gemmiger_SGB15295",0.590817397584187,-0.0851,0.813077275723001,"none","Gemmiger_SGB15295","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB2653_SGB3574",0.903713469854557,0.0191,0.943758633777928,"none","GGB2653_SGB3574","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB2848_SGB3813",0.18329155041836,0.21,0.459294542815242,"none","GGB2848_SGB3813","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB2982_SGB3964",0.00272284868512918,0.474,0.0712495851435718,"none","GGB2982_SGB3964","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.GGB2998_SGB3988",0.150371979191321,0.228,0.426053941042075,"none","GGB2998_SGB3988","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3109_SGB4119",0.412262207143044,0.13,0.676953283320111,"none","GGB3109_SGB4119","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3256_SGB4303",0.527556149540109,-0.0999,0.782894892023262,"none","GGB3256_SGB4303","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3304_SGB4367",0.125446474223961,0.242,0.394065554899183,"none","GGB3304_SGB4367","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3321_SGB4394",0.638036830405023,0.0743,0.838148381759326,"none","GGB3321_SGB4394","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB33469_SGB15236",0.536377815296214,0.0977,0.782894892023262,"none","GGB33469_SGB15236","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3363_SGB4447",0.451622607065499,0.119,0.725105185788495,"none","GGB3363_SGB4447","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3363_SGB4448",0.484584865998038,0.111,0.757000142018557,"none","GGB3363_SGB4448","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB33928_SGB15225",0.829719949416863,0.034,0.912864333733402,"none","GGB33928_SGB15225","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB35068_SGB47850",0.0563054219210843,0.302,0.22918685824216,"none","GGB35068_SGB47850","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3570_SGB4777",0.459742241499098,0.117,0.730030262600216,"none","GGB3570_SGB4777","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3619_SGB4894",0.192299791282506,0.206,0.459294542815242,"none","GGB3619_SGB4894","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3653_SGB4964",0.767452674130842,0.0468,0.880134217554815,"none","GGB3653_SGB4964","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3746_SGB5089",0.609512610057225,-0.0808,0.823126842553916,"none","GGB3746_SGB5089","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3815_SGB5180",0.00338740836876861,0.463,0.0712495851435718,"none","GGB3815_SGB5180","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.GGB3819_SGB5184",0.382290189588381,0.138,0.649893322300248,"none","GGB3819_SGB5184","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB3828_SGB5197",0.139262575699452,0.234,0.414916333784964,"none","GGB3828_SGB5197","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB51441_SGB71759",0.628466277600143,-0.0765,0.829345909709778,"none","GGB51441_SGB71759","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB51647_SGB4348",0.16214462435234,0.221,0.45057496574833,"none","GGB51647_SGB4348","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB52130_SGB14966",0.178906439528472,0.212,0.459294542815242,"none","GGB52130_SGB14966","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB55957_SGB77276",0.0782705756228141,0.278,0.293768783831082,"none","GGB55957_SGB77276","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB58233_SGB79883",0.333157548069052,0.153,0.617195714051,"none","GGB58233_SGB79883","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB79734_SGB15291",0.326486874810841,-0.155,0.612692901430735,"none","GGB79734_SGB15291","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB80011_SGB15265",0.914368226497647,-0.0171,0.943758633777928,"none","GGB80011_SGB15265","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9237_SGB14179",0.18329155041836,0.21,0.459294542815242,"none","GGB9237_SGB14179","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9342_SGB14306",0.0161286082619465,0.381,0.129476882991737,"none","GGB9342_SGB14306","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.GGB9512_SGB14909",0.628466277600143,0.0765,0.829345909709778,"none","GGB9512_SGB14909","ZhangXY_2021_Vlidagliptin_D168","None"
